TimeLimit = 120;

NT = 94;

DTm = {<1 1 158>
<1 2 42>
<1 3 17>
<1 4 24>
<1 5 71>
<1 6 66>
<1 7 50>
<1 8 55>
<1 9 30>
<1 10 28>
<1 11 113>
<1 12 114>
<1 13 57>
<1 14 65>
<1 15 15>
<1 16 11>
<1 17 10>
<1 18 19>
<1 19 8>
<1 20 17>
<1 21 57>
<1 22 40>
<1 23 17>
<1 24 11>
<1 25 17>
<1 26 27>
<1 27 17>
<1 28 18>
<1 29 16>
<1 30 18>
<1 31 50>
<1 32 18>
<1 33 13>
<1 34 21>
<1 35 63>
<1 36 8>
<1 37 63>
<1 38 9>
<1 39 20>
<1 40 72>
<1 41 30>
<1 42 69>
<1 43 27>
<1 44 9>
<1 45 41>
<1 46 38>
<1 47 76>
<1 48 31>
<1 49 11>
<1 50 29>
<1 51 48>
<1 52 8>
<1 53 171>
<1 54 48>
<1 55 43>
<1 56 18>
<1 57 94>
<1 58 9>
<1 59 19>
<1 60 24>
<1 61 8>
<1 62 34>
<1 63 62>
<1 64 12>
<1 65 8>
<1 66 47>
<1 67 27>
<1 68 18>
<1 69 52>
<1 70 65>
<1 71 72>
<1 72 51>
<1 73 58>
<1 74 53>
<1 75 76>
<1 76 93>
<1 77 86>
<1 78 76>
<1 79 9>
<1 80 14>
<1 81 55>
<1 82 32>
<1 83 22>
<1 84 35>
<1 85 63>
<1 86 59>
<1 87 149>
<1 88 40>
<1 89 24>
<1 90 123>
<1 91 25>
<1 92 115>
<1 93 103>
<1 94 54>
};

PREC = {<1, 2>
<1, 3>
<1, 4>
<1, 5>
<1, 6>
<1, 7>
<1, 8>
<1, 9>
<1, 10>
<2, 11>
<2, 17>
<3, 12>
<4, 11>
<4, 16>
<5, 11>
<5, 13>
<5, 18>
<5, 16>
<6, 11>
<6, 15>
<6, 13>
<6, 19>
<7, 42>
<8, 29>
<9, 11>
<10, 19>
<10, 37>
<10, 48>
<10, 50>
<11, 14>
<12, 20>
<12, 61>
<12, 52>
<13, 82>
<14, 25>
<14, 23>
<14, 30>
<14, 31>
<14, 24>
<14, 32>
<14, 22>
<14, 21>
<14, 26>
<14, 28>
<14, 27>
<14, 29>
<15, 81>
<16, 75>
<17, 82>
<18, 75>
<19, 75>
<20, 78>
<21, 71>
<21, 60>
<21, 53>
<21, 39>
<21, 40>
<21, 41>
<22, 38>
<22, 72>
<22, 49>
<22, 58>
<23, 34>
<23, 35>
<24, 37>
<24, 44>
<25, 57>
<25, 63>
<25, 33>
<25, 73>
<25, 60>
<25, 65>
<25, 56>
<26, 41>
<26, 43>
<27, 62>
<27, 58>
<27, 54>
<27, 55>
<27, 56>
<28, 33>
<28, 35>
<28, 40>
<28, 43>
<28, 49>
<28, 51>
<28, 52>
<28, 54>
<29, 75>
<30, 59>
<30, 42>
<30, 36>
<31, 74>
<32, 36>
<32, 47>
<32, 44>
<32, 60>
<32, 45>
<32, 69>
<32, 46>
<32, 48>
<32, 50>
<33, 78>
<34, 78>
<35, 78>
<36, 82>
<37, 61>
<37, 73>
<37, 64>
<37, 66>
<37, 67>
<37, 68>
<37, 69>
<37, 70>
<37, 71>
<37, 72>
<37, 62>
<38, 82>
<39, 82>
<40, 78>
<41, 78>
<42, 74>
<43, 78>
<44, 75>
<45, 75>
<46, 75>
<46, 76>
<47, 75>
<48, 75>
<49, 78>
<50, 75>
<51, 78>
<52, 78>
<53, 76>
<53, 77>
<54, 78>
<55, 77>
<56, 77>
<57, 76>
<57, 77>
<58, 77>
<59, 82>
<60, 77>
<61, 77>
<62, 77>
<63, 77>
<64, 74>
<65, 74>
<66, 75>
<66, 76>
<67, 74>
<68, 82>
<69, 77>
<69, 75>
<70, 77>
<70, 76>
<71, 76>
<72, 76>
<73, 77>
<74, 82>
<75, 82>
<76, 82>
<77, 78>
<78, 79>
<78, 80>
<79, 81>
<80, 81>
<81, 82>
<82, 83>
<83, 84>
<83, 85>
<84, 86>
<85, 86>
<86, 87>
<87, 88>
<88, 89>
<88, 90>
<89, 92>
<90, 91>
<90, 93>
<92, 94>
};



NW = 6;
NS = 6;
NM = 1;
OR = [1.0];
precision = 0.00141843971631206;
WSFIXe = {
<1 1>
<2 2>
<3 3>
<4 4>
<5 5>
<6 6>
};
WSFEASe = { };
TSFIXe = { };
FATSe = { };
MT = { };
TTIne = { };
TWIne = { };
