TimeLimit = 120;

NT = 297;

DTm = {<1 1 270>
<1 2 270>
<1 3 130>
<1 4 148>
<1 5 190>
<1 6 293>
<1 7 348>
<1 8 182>
<1 9 490>
<1 10 212>
<1 11 248>
<1 12 248>
<1 13 248>
<1 14 248>
<1 15 248>
<1 16 268>
<1 17 268>
<1 18 268>
<1 19 288>
<1 20 248>
<1 21 268>
<1 22 60>
<1 23 268>
<1 24 240>
<1 25 240>
<1 26 171>
<1 27 490>
<1 28 182>
<1 29 170>
<1 30 306>
<1 31 108>
<1 32 248>
<1 33 190>
<1 34 240>
<1 35 339>
<1 36 288>
<1 37 248>
<1 38 455>
<1 39 268>
<1 40 270>
<1 41 180>
<1 42 121>
<1 43 270>
<1 44 440>
<1 45 249>
<1 46 194>
<1 47 162>
<1 48 130>
<1 49 388>
<1 50 90>
<1 51 212>
<1 52 246>
<1 53 188>
<1 54 270>
<1 55 160>
<1 56 79>
<1 57 466>
<1 58 240>
<1 59 137>
<1 60 184>
<1 61 110>
<1 62 275>
<1 63 149>
<1 64 280>
<1 65 119>
<1 66 184>
<1 67 140>
<1 68 150>
<1 69 190>
<1 70 150>
<1 71 150>
<1 72 284>
<1 73 192>
<1 74 347>
<1 75 232>
<1 76 140>
<1 77 608>
<1 78 80>
<1 79 40>
<1 80 130>
<1 81 110>
<1 82 350>
<1 83 140>
<1 84 240>
<1 85 240>
<1 86 90>
<1 87 54>
<1 88 294>
<1 89 203>
<1 90 150>
<1 91 270>
<1 92 155>
<1 93 190>
<1 94 78>
<1 95 140>
<1 96 241>
<1 97 430>
<1 98 90>
<1 99 110>
<1 100 9>
<1 101 430>
<1 102 130>
<1 103 289>
<1 104 110>
<1 105 160>
<1 106 442>
<1 107 159>
<1 108 250>
<1 109 190>
<1 110 184>
<1 111 690>
<1 112 72>
<1 113 190>
<1 114 190>
<1 115 90>
<1 116 889>
<1 117 170>
<1 118 155>
<1 119 190>
<1 120 130>
<1 121 390>
<1 122 301>
<1 123 54>
<1 124 227>
<1 125 142>
<1 126 184>
<1 127 741>
<1 128 868>
<1 129 230>
<1 130 121>
<1 131 320>
<1 132 126>
<1 133 440>
